name,parent,value
DCBO,origin,0.444272446
DCF,origin,0.079632072
DCFC,origin,0.594669863
DCFCW,origin,0.531808163
DCGO,origin,0.445690881
DCI,origin,0.531022527
DCO,origin,0.67776204
DCOM,origin,0.77999469
DCOMP,origin,0.801133144
DCP,origin,0.460187681
DCPH,origin,0.572067877
DCPpB,origin,0.46190803
DCPpC,origin,0.412362405
DCRDW,origin,0.165289256
DCT,origin,0.605785271
DCTH,origin,0.605132919
DD,origin,0.352342297
DDD,origin,0.662260355
DDEC,origin,0.562992126
DDF,origin,0.162089149
DDI,origin,0.283102638
DDIV,origin,0.385072095
DDL,origin,0.571629945
DDLS,origin,0.424446944
DDM,origin,0.332200181
DDOG,origin,0.656346609
DDS,origin,0.598948159
DDT,origin,0.110928513
DDWM,origin,0.535672902
DE,origin,0.500171986
DEA,origin,0.693426828
DECAU,origin,1
DECK,origin,0.606443621
DEED,origin,0.096758785
DEEF,origin,0.299530257
DEEP,origin,0.065789474
DEF,origin,0.067035245
DEHP,origin,0.460611337
DEI,origin,0.351573434
DELL,origin,0.534941707
DEM,origin,0.578212464
DEMZ,origin,0.352941176
DEN,origin,0.5313584
DENN,origin,0.439978391
DEO,origin,0.445531391
DERM,origin,0.137922587
DES,origin,0.799930112
DESP,origin,0.516731836
DEUS,origin,0.613928219
DEW,origin,0.058564583
DEX,origin,0.153229082
DFAC,origin,0.732785237
DFAE,origin,0.399253032
DFAI,origin,0.495857304
DFAR,origin,0.710199406
DFAS,origin,0.764375558
DFAT,origin,0.671803203
DFAU,origin,0.688383005
DFAX,origin,0.870772069
DFCF,origin,0.798624497
DFE,origin,0.477676951
DFEB,origin,0.757516892
DFEM,origin,0.288443079
DFEN,origin,0.322674263
DFEV,origin,0.54009885
DFFN,origin,0.61883533
DFH,origin,0.447404592
DFHY,origin,0.06748316
DFIC,origin,0.71729163
DFIN,origin,0.772064973
DFIP,origin,0.897519582
DFIS,origin,0.825440388
DFIV,origin,0.934798705
DFJ,origin,0.780965147
DFLI,origin,0.333052907
DFLIW,origin,0.076923077
DFNL,origin,0.746707978
DFNM,origin,0.356593464
DFNV,origin,0.000377003
DFP,origin,0.483978515
DFRA,origin,0.000881834
DFS,origin,0.512767686
DFSD,origin,0.417016763
DFSE,origin,1
DFSI,origin,0.970883343
DFSU,origin,0.999446619
DFSV,origin,0.905005331
DFUS,origin,0.329725471
DFUV,origin,0.756164101
DG,origin,0.405439746
DGHI,origin,0.381436314
DGICA,origin,0.731222515
DGICB,origin,0.37968254
DGII,origin,0.429394602
DGL,origin,0.819354839
DGLY,origin,0.552140305
DGP,origin,0.107075767
DGRE,origin,0.29391686
DGRO,origin,0.612401646
DGRS,origin,0.146844735
DGRW,origin,0.383390373
DGS,origin,0.37526971
DGT,origin,0.460957179
DGX,origin,0.617232819
DGZ,origin,0.315645728
DH,origin,0.640051172
DHC,origin,0.472967819
DHCA,origin,0.008733624
DHCAW,origin,1
DHCNI,origin,0.357288865
DHCNL,origin,0.255443116
DHF,origin,0.803143501
DHI,origin,0.604488002
DHIL,origin,0.895720313
DHR,origin,0.250128386
DHRpB,origin,0.652045401
DHS,origin,0.796273804
DHT,origin,0.40776205
DHX,origin,0.555195354
DHY,origin,0.504566809
DIA,origin,0.482541024
DIAL,origin,0.830699734
DIAX,origin,0.256439655
DIBS,origin,0.458616154
DICE,origin,0.719044128
DIEM,origin,0.014655172
DIG,origin,0.573546347
DIHP,origin,0.907700499
DILAU,origin,0.166666667
DIM,origin,0.163475279
DIN,origin,0.496424123
DINO,origin,0.430958272
DINT,origin,0.127579219
DIOD,origin,0.551431145
DIS,origin,0.501048418
DISH,origin,0.658842635
DISV,origin,0.762795569
DIT,origin,0.101123596
DIV,origin,0.468781933
DIVB,origin,0.2721477
DIVI,origin,0.844477612
DIVO,origin,0.539141816
DIVS,origin,1
DIVZ,origin,0.58152085
DJAN,origin,0.341933265
DJCO,origin,0.857142857
DJD,origin,0.730023102
DJIA,origin,0.603929679
DJP,origin,0.160100191
DJUL,origin,0.971138559
DJUN,origin,0.641434263
DK,origin,0.474915186
DKDCA,origin,0.375935162
DKL,origin,0.421367612
DKNG,origin,0.378799311
DKS,origin,0.723078587
DLA,origin,0.52297024
DLB,origin,0.321239511
DLHC,origin,0.27412083
DLN,origin,0.433322204
DLNG,origin,0.034246575
DLNGpA,origin,0.762024162
DLNGpB,origin,0.873092369
DLO,origin,0.521291632
DLR,origin,0.414954059
DLRpJ,origin,0.837073171
DLRpK,origin,0.326194515
DLRpL,origin,0.394521266
DLS,origin,0.585854879
DLTH,origin,0.445327154
DLTR,origin,0.670319942
DLX,origin,0.264427234
DLY,origin,0.593213417
DM,origin,0.26062878
DMA,origin,0.175925926
DMAC,origin,0.495024224
DMAQ,origin,0.013157895
DMAR,origin,0.577623243
DMAY,origin,0.553314121
DMB,origin,0.235354455
DMDV,origin,0.5
DMF,origin,0.083396018
DMLP,origin,0.652092831
DMO,origin,0.800032169
DMRC,origin,0.74262843
DMS,origin,0.350607287
DMTK,origin,0.526745521
DMXF,origin,0.575802486
DMYS,origin,0.109337223
DNA,origin,0.300056698
DNAD,origin,0.090909091
DNA/WS,origin,0.513103038
DNAY,origin,0.525036867
DNB,origin,0.710455314
DNL,origin,0.812335349
DNLI,origin,0.438290641
DNMR,origin,0.526613471
DNN,origin,0.455222609
DNOV,origin,0.0135483
DNOW,origin,0.466398109
DNP,origin,0.694564205
DNUT,origin,0.436084892
DO,origin,0.60572324
DOC,origin,0.763696742
DOCN,origin,0.559623342
DOCS,origin,0.589148294
DOCT,origin,0.936925819
DOCU,origin,0.509966252
DOG,origin,0.504398879
DOGZ,origin,0.103497582
DOL,origin,0.654035063
DOLE,origin,0.27301259
DOMA,origin,0.468833068
DOMO,origin,0.573750467
DON,origin,0.643022007
DOOO,origin,0.283745782
DOOR,origin,0.397480484
DORM,origin,0.466766591
DOUG,origin,0.527199911
DOV,origin,0.659319109
DOW,origin,0.576197516
DOX,origin,0.356085582
DOYU,origin,0.721554015
DOZR,origin,0.857142857
DPG,origin,0.546485691
DPRO,origin,0.305361618
DPSI,origin,0.485766202
DPST,origin,0.278146691
DPZ,origin,0.764046443
DQ,origin,0.348686009
DRAY,origin,1
DRAYW,origin,0.925456389
DRCT,origin,0.884743114
DRD,origin,0.50888784
DRH,origin,0.271834685
DRHpA,origin,0.847682119
DRI,origin,0.370116561
DRIO,origin,0.412969132
DRIP,origin,0.284781253
DRIV,origin,0.410824993
DRLL,origin,0.311645823
DRMA,origin,0.383231155
DRN,origin,0.483229921
DRQ,origin,0.632849069
DRRX,origin,0.417475309
DRSK,origin,0.114015833
DRTS,origin,0.203937144
DRTT,origin,0.071856395
DRUG,origin,0.266819817
DRV,origin,0.478204407
DRVN,origin,0.222508046
DS,origin,0.543098714
DSEP,origin,0.855827522
DSEY,origin,0.279815672
DSGN,origin,0.560861436
DSGR,origin,0.18988092
DSGX,origin,0.366123183
DSI,origin,0.67647417
DSJA,origin,1
DSKE,origin,0.584341533
DSL,origin,0.564976648
DSM,origin,0.237576638
DSMC,origin,1
DSP,origin,0.682460928
DSpB,origin,1
DSpC,origin,1
DSS,origin,0.250193233
DSTL,origin,0.37882384
DSU,origin,0.508556454
DSWL,origin,0.683231476
DSX,origin,0.71907145
DSXpB,origin,0.949766355
DT,origin,0.291607135
DTB,origin,0.440345923
DTC,origin,0.689067926
DTD,origin,0.406068989
DTE,origin,0.475128113
DTEA,origin,0.392398287
DTEC,origin,0.211115868
DTF,origin,0.578010568
DTG,origin,0.614957201
DTH,origin,0.551273417
DTIL,origin,0.370965831
DTLAp,origin,0.45386064
DTM,origin,0.418021669
DTRT,origin,0.168898956
DTSS,origin,0.737673083
DTST,origin,0.258429752
DTW,origin,0.538035628
DUG,origin,0.806028265
DUHP,origin,0.962455364
DUK,origin,0.486558681
DUKB,origin,0.499349805
DUKpA,origin,0.588885782
DUNE,origin,1
DUO,origin,0.15497591
DUOL,origin,0.594341487
DUOT,origin,0.02425876
DURA,origin,0.269021739
DUSA,origin,0.681957462
DUSL,origin,0.640383925
DUST,origin,0.450347912
DV,origin,0.41941901
DVA,origin,0.805558675
DVAL,origin,0.026492406
DVAX,origin,0.737474168
DVLU,origin,1
DVN,origin,0.51100983
DVND,origin,1
DVOL,origin,0.027591707
DVY,origin,0.333067207
DVYA,origin,0.033450704
DVYE,origin,0.543629601
DWAC,origin,0.380246686
DWACU,origin,0.569444444
DWACW,origin,0.452915062
DWAS,origin,0.633871079
DWAT,origin,0.220588235
DWAW,origin,0.027108711
DWLD,origin,0.286881929
DWM,origin,0.281982126
DWMC,origin,1
DWMF,origin,0.961722488
DWSH,origin,0.34138794
DWSN,origin,0.681437715
DWX,origin,0.363700565
DX,origin,0.600983834
DXC,origin,0.369279963
DXCM,origin,0.417350054
DXD,origin,0.450041725
DXF,origin,0.507282237
DXJ,origin,0.419900465
DXJS,origin,0.113207547
DXLG,origin,0.324032994
DXpC,origin,0.507593925
DXPE,origin,0.586556998
DXR,origin,0.471526196
DXYN,origin,0.066484075
DY,origin,0.293818631
DYAI,origin,0.419855796
DYLD,origin,0.059033498
DYN,origin,0.479420146
DYNF,origin,0.682774566
DYNT,origin,0.731227725
DZSI,origin,0.718282501
DZZ,origin,0.760189895
E,origin,0.774481029
EA,origin,0.527202863
EAC,origin,0.149006623
EAD,origin,0.43649021
EAF,origin,0.310319847
EAFD,origin,0.055797312
EAGG,origin,0.302658749
EAI,origin,0.540780911
EAOA,origin,0.985915493
EAOR,origin,1
EAPR,origin,0.435185185
EAR,origin,0.57411734
EARN,origin,0.292821852
EASG,origin,0.994845361
EAST,origin,0.162148279
EAT,origin,0.600655757
EATV,origin,0.515463918
EB,origin,0.435895246
EBAY,origin,0.689482667
EBC,origin,0.532125576
EBET,origin,0.281164594
EBF,origin,0.411609499
EBIX,origin,0.347913711
EBIZ,origin,0.346899225
EBLU,origin,0.261899441
EBMT,origin,0.340827338
EBND,origin,0.246755828
EBON,origin,0.458057814
EBR,origin,0.552316635
EBR/B,origin,0.486470235
EBS,origin,0.369425627
EBTC,origin,0.297734628
EC,origin,0.420756554
ECAT,origin,0.201761026
ECBK,origin,0.366787377
ECC,origin,0.369812713
ECCC,origin,0.353927626
ECCpD,origin,0.838383838
ECCV,origin,0.86742587
ECCX,origin,0.778857143
ECF,origin,0.310964649
ECFpA,origin,0.542857143
ECH,origin,0.527710032
ECL,origin,0.235100255
ECLN,origin,0.492165899
ECNS,origin,0.357474466
ECOM,origin,0.126917985
ECON,origin,0.078428973
ECOR,origin,0.365567293
ECOW,origin,0.998910794
ECPG,origin,0.68610442
ECVT,origin,0.234996594
ED,origin,0.631943946
EDAP,origin,0.443613902
EDBL,origin,0.363714856
EDC,origin,0.679034008
EDD,origin,0.328056846
EDEN,origin,0.622141998
EDF,origin,0.225989771
EDI,origin,0.515282896
EDIT,origin,0.369334095
EDIV,origin,0.376199491
EDN,origin,0.921791233
EDOC,origin,0.271619614
EDOW,origin,0.84014095
EDR,origin,0.274443592
EDRY,origin,0.597895528
EDSA,origin,0.394606257
EDU,origin,0.179290882
EDUC,origin,0.127520759
EDV,origin,0.496312072
EDZ,origin,0.636568152
EE,origin,0.215987059
EEA,origin,0.456621005
EEFT,origin,0.558729535
EEIQ,origin,0.750138658
EELV,origin,0.471931407
EEM,origin,0.485582686
EEMA,origin,0.357744813
EEMD,origin,0.692164179
EEMS,origin,0.199182614
EEMV,origin,0.559071214
EEMX,origin,0.322573099
EES,origin,0.6286171
EET,origin,0.658522225
EEV,origin,0.598990466
EEX,origin,0.277355955
EFA,origin,0.728996617
EFAD,origin,0.421215098
EFAS,origin,0.056
EFAV,origin,0.473118963
EFAX,origin,0.491672701
EFC,origin,0.780203558
EFCpA,origin,0.032365145
EFCpB,origin,0.610291653
EFG,origin,0.395548895
EFHTU,origin,0.99980004
EFIV,origin,0.003383379
EFNL,origin,0.218894009
EFO,origin,0.99537037
EFOI,origin,0.595940911
EFR,origin,0.426019145
EFRA,origin,1
EFSC,origin,0.71962937
EFSCP,origin,1
EFSH,origin,0.48692496
EFT,origin,0.48600238
EFTR,origin,0.300116456
EFTRW,origin,0.987055016
EFU,origin,0.920196219
EFV,origin,0.211002865
EFX,origin,0.709142715
EFXT,origin,0.210762668
EFZ,origin,0.877783858
EGAN,origin,0.361137929
EGBN,origin,0.666562896
EGF,origin,0.094081272
EGHT,origin,0.378239943
EGIO,origin,0.130528791
EGIS,origin,0.428825623
EGLE,origin,0.465033188
EGLX,origin,0.649021585
EGO,origin,0.478496831
EGP,origin,0.554010062
EGPT,origin,0.123274631
EGRX,origin,0.614898353
EGY,origin,0.594329424
EH,origin,0.336794637
EHAB,origin,0.143424428
EHC,origin,0.208131665
EHI,origin,0.645946654
EHTH,origin,0.276712345
EIC,origin,0.031786942
EICA,origin,0.731182796
EIDO,origin,0.671372836
EIG,origin,0.232554483
EIGR,origin,0.515787034
EIM,origin,0.345346737
EINC,origin,0.541474654
EIRL,origin,0.298383146
EIS,origin,0.194470046
EIX,origin,0.394118991
EJAN,origin,0.376892877
EJH,origin,0.61153154
EJUL,origin,0.126558603
EKSO,origin,0.007916334
EL,origin,0.489605956
ELA,origin,0.122350303
ELAN,origin,0.295983701
ELAT,origin,0.253263708
ELBM,origin,0.459705015
ELC,origin,0.621068912
ELD,origin,0.000393174
ELDN,origin,0.797758734
ELEV,origin,0.170213569
ELF,origin,0.337152848
ELMD,origin,0.77596266
ELME,origin,0.459263461
ELOX,origin,0.152782494
ELP,origin,0.678813758
ELS,origin,0.612384461
ELSE,origin,0.102669405
ELTK,origin,0.054945055
ELV,origin,0.294018954
ELVT,origin,0.407188926
ELYM,origin,0.01740644
ELYS,origin,0.199290867
EM,origin,0.125925926
EMAN,origin,0.685057826
EMB,origin,0.388810682
EMBC,origin,0.633052904
EMBD,origin,0.794922131
EMBK,origin,0.790874957
EMBKW,origin,0.648425558
EMCB,origin,0.932104317
EMCF,origin,0.00990099
EMD,origin,0.460191002
EMDV,origin,0.150289017
EME,origin,0.648706141
EMF,origin,0.016533987
EMFM,origin,0.000545852
EMGD,origin,0.300184162
EMGF,origin,0.322470218
EMHC,origin,0.000999001
EMHY,origin,0.12276945
EMIF,origin,0.591397849
EMKR,origin,0.493464052
EML,origin,0.688815518
EMLC,origin,0.483199526
EMLD,origin,0.463058419
EMLP,origin,0.441562
EMMF,origin,0.625
EMN,origin,0.675570075
EMNT,origin,0.184401451
EMO,origin,0.501038062
EMP,origin,0.647076196
EMQQ,origin,0.256441744
EMR,origin,0.531906787
EMTL,origin,0.440765649
EMTY,origin,0.043504172
EMX,origin,0.313812956
EMXC,origin,0.693345023
EMXF,origin,0.784444957
ENB,origin,0.500342948
ENBA,origin,0.462906013
ENCP,origin,0.002019273
ENCPU,origin,0.428571429
ENER,origin,0.994342291
ENFN,origin,0.241024553
ENFR,origin,0.843716889
ENG,origin,0.282526316
ENIC,origin,0.621327686
ENJ,origin,0.824629774
ENLC,origin,0.527405077
ENLV,origin,0.093172295
ENO,origin,0.395810118
ENOB,origin,0.777497419
ENOR,origin,0.251837648
ENOV,origin,0.444407832
ENPH,origin,0.488249403
ENR,origin,0.637012255
ENRG,origin,0.858778626
ENS,origin,0.620906393
ENSC,origin,0.411849124
ENSG,origin,0.702947746
ENSV,origin,0.623401924
ENTA,origin,0.412920446
ENTG,origin,0.376595199
ENTR,origin,0.092715232
ENTX,origin,0.114546422
ENTXW,origin,1
ENV,origin,0.71746598
ENVA,origin,0.495444191
ENVB,origin,0.2433767
ENVX,origin,0.389834675
ENX,origin,0.241038459
ENZ,origin,0.354921176
ENZL,origin,0.19716332
EOCT,origin,0.595883633
EOCW/WS,origin,0.017456359
EOD,origin,0.070987868
EOG,origin,0.340737788
EOI,origin,0.238182247
EOLS,origin,0.374931796
EOS,origin,0.539643977
EOSE,origin,0.58741361
EOSEW,origin,0.25
EOT,origin,0.261494889
EP,origin,0.764657014
EPAC,origin,0.352092682
EPAM,origin,0.396267852
EPC,origin,0.721011999
EPD,origin,0.266188254
EPHE,origin,0.918591758
EPHY,origin,0.71411058
EPHYW,origin,0.473444898
EPI,origin,0.573602394
EPIX,origin,0.194598214
EPM,origin,0.438645856
EPOL,origin,0.620918937
EPOW,origin,0.39766537
EPP,origin,0.122873485
EPpC,origin,0.292941176
EPR,origin,0.348345684
EPRF,origin,0.288771054
EPRpC,origin,0.493514916
EPRpE,origin,0.296745373
EPRpG,origin,0.272114003
EPRT,origin,0.466207381
EPS,origin,0.38988896
EPSN,origin,0.460292094
EPU,origin,0.014283014
EPV,origin,0.35516941
EPWR,origin,1
EQ,origin,0.424831081
EQAL,origin,0.410020933
EQBK,origin,0.436651584
EQC,origin,0.483705954
EQCpD,origin,0.169142857
EQH,origin,0.524811777
EQHpA,origin,0.559406321
EQHpC,origin,0.53785543
EQIX,origin,0.510085959
EQL,origin,0.905854114
EQNR,origin,0.486831832
EQOS,origin,0.323211977
EQR,origin,0.357752712
EQRR,origin,0.514607475
EQRX,origin,0.688107921
EQRXW,origin,0.867132867
EQT,origin,0.55705434
EQWL,origin,0.160761502
EQX,origin,0.577784949
ERAS,origin,0.539810522
ERC,origin,0.566811455
ERES,origin,0.2
ERESU,origin,1
ERF,origin,0.388758521
ERH,origin,0.28025248
ERIC,origin,0.480532623
ERIE,origin,0.602598371
ERII,origin,0.309999478
ERJ,origin,0.47583227
ERNA,origin,0.706728948
ERO,origin,0.772368355
ERTH,origin,0.411183144
ERX,origin,0.498525372
ERY,origin,0.604116391
ES,origin,0.44351747
ESAB,origin,0.621406992
ESCA,origin,0.53078203
ESCR,origin,1
ESE,origin,0.414183096
ESEA,origin,0.400403609
ESG,origin,0.285621762
ESGA,origin,0.739415623
ESGB,origin,1
ESGD,origin,0.347902078
ESGE,origin,0.307756014
ESGG,origin,0.295238095
ESGR,origin,0.249759923
ESGRO,origin,0.004327131
ESGRP,origin,0.446999221
ESGU,origin,0.22996822
ESGV,origin,0.198085079
ESGY,origin,1
ESI,origin,0.56450809
ESIX,origin,1
ESLT,origin,0.751774575
ESML,origin,0.224389261
ESMT,origin,0.335552152
ESMV,origin,1
ESNT,origin,0.508236749
ESOA,origin,0.652753108
ESP,origin,0.945606695
ESPO,origin,0.044984681
ESPR,origin,0.201891837
ESQ,origin,0.556535504
ESRT,origin,0.692111574
ESS,origin,0.607842437
ESSA,origin,0.356951872
ESSC,origin,0.314676015
ESSCR,origin,0.372180622
ESSCW,origin,0.999676271
ESTA,origin,0.354251527
ESTC,origin,0.461397054
ESTE,origin,0.4869622
ET,origin,0.555129411
ETB,origin,0.342254699
ETD,origin,0.454186256
ETG,origin,0.466790553
ETHO,origin,0.116939891
ETIp,origin,0.193050193
ETJ,origin,0.37002746
ETN,origin,0.43522057
ETNB,origin,0.376404056
ETO,origin,0.156875785
ETON,origin,0.774536782
ETPA,origin,0.142857143
ETpC,origin,0.715903638
ETpD,origin,0.638766101
ETpE,origin,0.847272003
ETR,origin,0.488260479
ETRN,origin,0.645480934
ETSY,origin,0.474002479
ETV,origin,0.539296637
ETW,origin,0.393197889
ETWO,origin,0.489726448
ETX,origin,0.228129047
ETY,origin,0.441267127
EUDG,origin,0.392857143
EUDV,origin,1
EUFN,origin,0.447375539
EUM,origin,0.238296444
EUO,origin,0.319940306
EURL,origin,0.636014934
EURN,origin,0.690138353
EUSA,origin,0.758236931
EUSB,origin,0.090534503
EVA,origin,0.723125645
EVAV,origin,0.372604284
EVAX,origin,0.261800405
EVBG,origin,0.612872799
EVBN,origin,0.133793189
EVC,origin,0.487913892
EVCM,origin,0.481341917
EVE,origin,0.146258503
EVEN,origin,0.997252747
EVER,origin,0.405895806
EVEX,origin,0.602119171
EVF,origin,0.504640542
EVG,origin,0.71789314
EVGN,origin,0.613125984
EVGO,origin,0.396098522
EVGOW,origin,0.512629337
EVH,origin,0.280506016
EVI,origin,0.201539659
EVK,origin,0.270503883
EVLO,origin,0.093994974
EVLV,origin,0.457957216
EVLVW,origin,0.563699825
EVM,origin,0.174954156
EVN,origin,0.381139717
EVO,origin,0.4601983
EVOK,origin,0.476431632
EVOP,origin,0.539621383
EVR,origin,0.80670759
EVRG,origin,0.222241398
EVRI,origin,0.361227216
EVT,origin,0.35876612
EVTC,origin,0.63125175
EVTL,origin,0.701724927
EVTL/WS,origin,0.973735409
EVTV,origin,0.271894772
EVV,origin,0.510397498
EVX,origin,0.031372549
EW,origin,0.229776682
EWA,origin,0.541874507
EWBC,origin,0.447543222
EWC,origin,0.641216318
EWCO,origin,0.584207839
EWCZ,origin,0.755910884
EWD,origin,0.372258166
EWEB,origin,0.848101266
EWG,origin,0.40060397
EWGS,origin,0.012987013
EWH,origin,0.767747514
EWI,origin,0.570875811
EWJ,origin,0.401216635
EWJV,origin,0.012037037
EWK,origin,0.187096774
EWL,origin,0.446992112
EWM,origin,0.365190899
EWMC,origin,0.961877066
EWN,origin,0.285166071
EWO,origin,0.209469735
EWP,origin,0.342883267
EWQ,origin,0.38702505
EWRE,origin,0.003742412
EWS,origin,0.536033279
EWSC,origin,0.075445816
EWT,origin,0.762860338
EWTX,origin,0.779945686
EWU,origin,0.270934494
EWUS,origin,0.204894327
EWV,origin,0.45269552
EWW,origin,0.674689556
EWX,origin,0.88313004
EWY,origin,0.827744034
EWZ,origin,0.493631164
EWZS,origin,0.408585763
EXAI,origin,0.197361127
EXAS,origin,0.414369724
EXC,origin,0.235397907
EXD,origin,0.511112986
EXEL,origin,0.189952584
EXFY,origin,0.750580446
EXG,origin,0.346875354
EXI,origin,0.074754268
EXK,origin,0.424624187
EXLS,origin,0.456964179
EXN,origin,0.266916751
EXP,origin,0.313898828
EXPD,origin,0.828649241
EXPE,origin,0.569907909
EXPI,origin,0.532300598
EXPO,origin,0.349221919
EXPR,origin,0.710950685
EXR,origin,0.412442854
EXTR,origin,0.457502046
EYE,origin,0.283420754
EYEN,origin,0.371902442
EYLD,origin,0.465485746
EYPT,origin,0.326881906
EZA,origin,0.979282342
EZFL,origin,0.463340336
EZGO,origin,0.071075547
EZJ,origin,0.999423963
EZM,origin,0.172159692
EZPW,origin,0.151085718
EZU,origin,0.562991279
F,origin,0.424830986
FA,origin,0.225145153
FAAR,origin,0.186191669
FAB,origin,0.130624701
FACA,origin,1
FACT/WS,origin,1
FAD,origin,0.336224029
FAF,origin,0.691619176
FALN,origin,0.30185142
FAM,origin,0.254323499
FAMI,origin,0.63281086
FAN,origin,0.068201949
FANG,origin,0.485051635
FANH,origin,0.368577959
FAPR,origin,0.34989083
FARM,origin,0.677482902
FARO,origin,0.601768683
FAS,origin,0.363998545
FAST,origin,0.358888774
FAT,origin,0.29751816
FATBB,origin,0.962790698
FATBP,origin,0.702448211
FATE,origin,0.747426292
FATH,origin,0.375125376
FATP,origin,1
FAUG,origin,0.203063111
FAX,origin,0.251567387
FAZ,origin,0.483784308
FAZE,origin,0.67212565
FAZEW,origin,0.000999001
FBC,origin,0.265195399
FBCG,origin,0.226120613
FBCV,origin,0.223486888
FBGX,origin,0.25
FBHS,origin,0.683574272
FBIO,origin,0.530411464
FBIOP,origin,0.342968316
FBIZ,origin,0.215050733
FBK,origin,0.588437649
FBMS,origin,0.434389864
FBNC,origin,0.579819371
FBND,origin,0.515748075
FBP,origin,0.52492033
FBRT,origin,0.635208207
FBRTpE,origin,0.21263762
FBRX,origin,0.064304213
FBT,origin,0.372788619
FBZ,origin,0.407407407
FC,origin,0.462884119
FCA,origin,1
FCAL,origin,0.206442831
FCAP,origin,0.080160321
FCAX,origin,0.008113919
FCAX/WS,origin,0.007936508
FCBC,origin,0.625107852
FCCO,origin,0.351898734
FCEF,origin,0.882022472
FCEL,origin,0.282745753
FCF,origin,0.472451831
FCFS,origin,0.203844845
FCG,origin,0.315185909
FCLD,origin,0.402766477
FCN,origin,0.676915371
FCNCA,origin,0.458908969
FCNCO,origin,0.223256698
FCNCP,origin,0.34439834
FCO,origin,0.339423572
FCOM,origin,0.162739427
FCOR,origin,0.2201419
FCPI,origin,0.138244854
FCPT,origin,0.693247052
FCRD,origin,0.283141022
FCRX,origin,0.093457944
FCT,origin,0.228816152
FCTR,origin,0.003723026
FCUV,origin,0.793120515
FCVT,origin,0.041633155
FCX,origin,0.550133546
FDBC,origin,0.541666667
FDD,origin,0.698340966
FDEC,origin,0.598802395
FDEM,origin,0.001765537
FDEU,origin,0.191270304
FDEV,origin,0.09556314
FDG,origin,0.065995526
FDHT,origin,0.465292842
FDHY,origin,0.244228813
FDIG,origin,0.520219618
FDIS,origin,0.16257114
FDL,origin,0.809255054
FDLO,origin,0.359879424
FDLS,origin,0.977423639
FDM,origin,0.003244282
FDMO,origin,0.485493745
FDMT,origin,0.588365612
FDN,origin,0.257813501
FDNI,origin,0.007272727
FDP,origin,0.496840187
FDRR,origin,0.239871863
FDRV,origin,0.515663644
FDS,origin,0.633270878
FDT,origin,0.381334172
FDUS,origin,0.597961815
FDVV,origin,0.327255029
FDWM,origin,0.875
FDX,origin,0.644925911
FE,origin,0.617388695
FEAM,origin,0.863918966
FEDU,origin,0.490196078
FEI,origin,0.245827813
FEIM,origin,0.5
FELE,origin,0.559597617
FEM,origin,0.106018541
FEMA,origin,0.055555556
FEMB,origin,0.895348837
FEMS,origin,0.906331136
FEN,origin,0.327677309
FENC,origin,0.47576368
FENG,origin,0.405526095
FENY,origin,0.487179702
FEO,origin,0.542192691
FEP,origin,0.258962881
FERG,origin,0.456991555
FET,origin,0.361858764
FEUZ,origin,0.5
FEVR,origin,0.748208802
FEX,origin,0.610354482
FEZ,origin,0.350405866
FF,origin,0.434553571
FFA,origin,0.217649326
FFBC,origin,0.581879587
FFBW,origin,0.417708333
FFC,origin,0.563768824
FFEB,origin,0.378378378
FFHG,origin,0.001338688
FFHL,origin,0.432470259
FFIC,origin,0.529289174
FFIE,origin,0.501971173
FFIEW,origin,0.066666667
FFIN,origin,0.424660291
FFIV,origin,0.35295837
FFND,origin,0.834862385
FFNW,origin,0.610453649
FFSG,origin,0.09713318
FFTG,origin,0.002837454
FFTI,origin,0.141382385
FFTY,origin,0.207387904
FFWM,origin,0.529771756
FGB,origin,0.529754253
FGBI,origin,0.143599433
FGD,origin,0.334024258
FGEN,origin,0.248337293
FGF,origin,0.011261261
FGFPP,origin,0.166666667
FGI,origin,0.285552006
FGIWW,origin,0.602012987
FGM,origin,0.125
FGMC,origin,1
FGMCU,origin,0.2
FGMCW,origin,1
FGRO,origin,0.614287412
FHB,origin,0.460592524
FHI,origin,0.383746336
FHLC,origin,0.690397624
FHN,origin,0.175153457
FHNpB,origin,0.202644231
FHNpC,origin,0.942528736
FHNpD,origin,0.015804598
FHNpE,origin,0.682958704
FHNpF,origin,0.184424563
FHS,origin,0.379455498
FHTX,origin,0.742438757
FHYS,origin,1
FIBK,origin,0.567383932
FIBR,origin,0.545741325
FICO,origin,0.565031622
FICS,origin,0.956616052
FID,origin,0.29101296
FIDI,origin,0.360141767
FIDU,origin,0.446773633
FIF,origin,0.399268534
FIG,origin,0.182232346
FIGS,origin,0.501816098
FILL,origin,0.48078486
FINMU,origin,0.5
FINS,origin,0.274689186
FINV,origin,0.51849234
FINW,origin,0.529992816
FINX,origin,0.353639835
FIP,origin,0.502895821
FIS,origin,0.204891134
FISI,origin,0.49459361
FISR,origin,0.625944352
FISV,origin,0.684907987
FITB,origin,0.313104815
FITBI,origin,0.554781507
FITBO,origin,0.486005362
FITBP,origin,0.409116809
FITE,origin,0.835616438
FIVA,origin,0.427303787
FIVE,origin,0.692149239
FIVG,origin,0.119745266
FIVN,origin,0.196992014
FIW,origin,0.063877256
FIX,origin,0.368732668
FIXD,origin,0.366416914
FIXX,origin,0.540832505
FIZZ,origin,0.831197144
FJUL,origin,0.149651198
FJUN,origin,0.625712439
